"user_id","event_date_time","device_type","event_id"
"5006",2018-06-28 00:02:05,"Mobile","e57d406b-98de-447c-aa56-f54da6b29da8"
"6983",2018-06-28 00:02:17,"Desktop","2a9727ee-5d1a-4bf2-bd1f-9a206f42eda9"
"11257",2018-06-28 00:03:05,"Mobile","43b46bee-14ee-4860-88ba-e5b14a42ca90"
"9494",2018-06-28 00:03:12,"Mobile","2d08ce20-a7d0-4c3d-9f7a-041374d1acda"
"2829",2018-06-28 00:04:00,"Mobile","3b9d0c5f-e2c4-4302-8c01-c28ed1557663"
"1863",2018-06-28 00:04:07,"Mobile","8b86c120-5f1a-4d51-886d-d8fd9da799fa"
"8020",2018-06-28 00:04:14,"Mobile","cb5b66da-4532-40dd-bb03-9a218026d33e"
"12185",2018-06-28 00:04:17,"Desktop","c15fce4e-fe7d-4fda-b780-24ae2aa81d88"
"3084",2018-06-28 00:04:19,"Desktop","b0536d66-2b24-4283-81cd-ff3dc4515221"
"3794",2018-06-28 00:04:24,"Mobile","4549cac9-ac63-4aa6-a167-d796c80e1c43"
"13162",2018-06-28 00:04:37,"Desktop","d4cf2db1-e2bb-4ba6-bf93-7d4aec5742e9"
"3080",2018-06-28 00:04:38,"Mobile","b0a750ce-449c-4412-a746-b9ebb5abe11d"
"3073",2018-06-28 00:04:49,"Mobile","fc4d5ffa-b061-4248-b8c0-d3a36bb0f2ba"
"3333",2018-06-28 00:04:50,"Desktop","486fccc4-e29e-4bda-9933-f94075567126"
"1863",2018-06-28 00:04:56,"Mobile","47b419e5-dc1e-40c8-abf9-a4504c9df95e"
"13571",2018-06-28 00:04:56,"Mobile","d458290d-3cf5-46af-8435-54185ed80d8b"
"4849",2018-06-28 00:05:02,"Desktop","84b516a1-9e17-4e7c-ae41-c1a0f4d4e1f3"
"2829",2018-06-28 00:05:14,"Mobile","dcf60c40-6ec5-4428-871e-cbe6ea4b57e0"
"8020",2018-06-28 00:05:21,"Mobile","0fcc9958-e726-4c5c-acf6-7805555c374a"
"13162",2018-06-28 00:05:44,"Desktop","68c17e9f-0ca1-412f-b630-39f9f051aee7"
"6879",2018-06-28 00:05:45,"Mobile","ba843549-9980-40f9-a7c8-fddc3b6f039a"
"3080",2018-06-28 00:05:47,"Mobile","421d4e22-b890-4533-8957-2c692f8fb7ff"
"10643",2018-06-28 00:05:57,"Desktop","3348c5f0-a5cd-47bb-b1f0-6ac8b52b53f0"
"3333",2018-06-28 00:05:58,"Desktop","306185bc-1469-4a4f-aeec-e5721cef0138"
"4849",2018-06-28 00:06:06,"Desktop","e2b78b20-82d6-4947-8c33-a9307bb61c32"
"2417",2018-06-28 00:06:08,"Desktop","8ed38124-4611-4c51-bff5-a4de93cc5778"
"3359",2018-06-28 00:06:08,"Mobile","6c8c01b8-0061-4511-a1c0-ae59c8463987"
"8020",2018-06-28 00:06:26,"Mobile","d62a3c99-039e-4b7b-b4f7-1f8aa5306520"
"13028",2018-06-28 00:06:29,"Mobile","70eeb41c-e0f0-4615-b01f-61242ad0a6b1"
"9697",2018-06-28 00:06:45,"Mobile","49f4ccd6-45e8-482f-b698-0f103c8533c7"
"13162",2018-06-28 00:06:45,"Desktop","abe50e20-9645-45f1-af5d-5965faba39ee"
"13335",2018-06-28 00:06:48,"Mobile","c8d42631-efbd-4a44-8ea9-fe7391204482"
"8952",2018-06-28 00:06:53,"Mobile","740f8566-dad6-418c-8f7f-c8b891672ea9"
"3359",2018-06-28 00:06:58,"Mobile","8bcad8cc-50f6-45d6-9dc8-c083e64b683d"
"3132",2018-06-28 00:07:04,"Mobile","db145b29-72d9-41d8-a89a-41dbf0bfdcbe"
"2417",2018-06-28 00:07:09,"Desktop","26cc352a-18f4-4f40-8220-12f41e48e4e4"
"2352",2018-06-28 00:07:21,"Desktop","4e087c91-2884-47b6-844c-70ceb8f16e94"
"13028",2018-06-28 00:07:25,"Mobile","f7ca2b24-b2cb-4491-98dc-3fbd96c79c29"
"5199",2018-06-28 00:07:26,"Desktop","79200cce-45bb-411a-bb19-4e52bdc023f2"
"7915",2018-06-28 00:07:30,"Desktop","98345751-4ae7-470f-a244-f4e4e0973259"
"11664",2018-06-28 00:07:31,"Mobile","a51a7478-6c1f-42b5-a73a-64fe96394f38"
"8453",2018-06-28 00:07:34,"Desktop","31b9b4a0-4e47-467d-b187-6e0769b2bc60"
"13100",2018-06-28 00:07:37,"Desktop","e360506b-ec71-4575-bb6c-afa801cee56e"
"8020",2018-06-28 00:07:46,"Mobile","60eb6ac3-53c0-4470-8c85-bbe40a44167b"
"12100",2018-06-28 00:07:49,"Desktop","c85913eb-d9ba-4578-bf4a-05182b19c218"
"6717",2018-06-28 00:07:58,"Mobile","b80d9b08-0d28-422a-a9f6-c7a9e0e7f835"
"13335",2018-06-28 00:08:04,"Mobile","d86c6d4c-ed58-4804-b336-7b4dc0c58836"
"6221",2018-06-28 00:08:11,"Mobile","777d6118-6bcb-4a8f-a930-30752f3cc4c1"
"2352",2018-06-28 00:08:26,"Desktop","c424c514-9679-483c-8581-e80e4472f38a"
"13303",2018-06-28 00:08:30,"Mobile","33d7c983-36ff-4e5b-bf6e-ef30ca17d87a"
"11664",2018-06-28 00:08:34,"Mobile","421dbc21-3f4f-40b6-ac50-36b341f53ffc"
"12100",2018-06-28 00:08:39,"Desktop","ba98194d-3f1d-454e-87f3-7657ea14c43f"
"6717",2018-06-28 00:08:48,"Mobile","e75c8949-546b-40fe-9fec-19b2e9561228"
"13839",2018-06-28 00:08:49,"Desktop","1e8f3a7c-3884-4307-b690-f40a760eb772"
"10222",2018-06-28 00:08:52,"Desktop","c49dc90d-2bc8-4f37-aed8-e3ecd3005f68"
"5472",2018-06-28 00:08:59,"Mobile","18ac7d9c-5df6-4850-b8e3-6d8d134a01d3"
"4930",2018-06-28 00:09:02,"Mobile","8f302c7a-9d7a-496b-8872-4f0ff48e1d5c"
"6221",2018-06-28 00:09:09,"Mobile","874fa0ef-05de-40c0-bf2c-e833e4be0143"
"3314",2018-06-28 00:09:14,"Desktop","4c488409-adba-46f2-8aae-fd8a4a3953ff"
"12460",2018-06-28 00:09:22,"Desktop","4e2415b3-6705-4321-8c18-1054fe8ad3bf"
"13303",2018-06-28 00:09:24,"Mobile","968a5b9e-a965-4141-8acf-3396b61a41c2"
"4014",2018-06-28 00:09:26,"Mobile","d0cd5be9-1b5f-4ff2-9aa7-3667b0ca7289"
"12100",2018-06-28 00:09:29,"Desktop","d116055b-9572-40d3-a02e-69fefea33be0"
"11362",2018-06-28 00:09:30,"Desktop","c3366f8e-4f13-458f-b917-07c9054cb1d4"
"2352",2018-06-28 00:09:40,"Desktop","521c1fd4-2058-4a53-a0c5-8d3d335a45cf"
"11481",2018-06-28 00:09:53,"Desktop","d3296fb6-9134-463f-859f-4ea942bf88da"
"13839",2018-06-28 00:09:53,"Desktop","2a54271a-95c5-4ca5-8347-37bd70411641"
"5472",2018-06-28 00:09:54,"Mobile","2db34da7-204e-4768-82c4-6da2f9e8567f"
"4930",2018-06-28 00:09:59,"Mobile","21803d8b-e7a2-4ec6-b91a-a5d5da08094c"
"10222",2018-06-28 00:09:59,"Desktop","c542ac20-a353-4802-8a27-94fa461c184f"
"6221",2018-06-28 00:10:00,"Mobile","635eb9e7-83b3-43c4-bb4e-50f6f70b73f6"
"13303",2018-06-28 00:10:07,"Mobile","e9c7437b-c295-4806-aed8-43925bcd692c"
"4014",2018-06-28 00:10:08,"Mobile","db86d026-1632-44a5-8f55-aa0764a21bd7"
"3314",2018-06-28 00:10:11,"Desktop","90278e59-93b2-4738-82d3-37e6424fcf51"
"8127",2018-06-28 00:10:13,"Desktop","025dc566-3ac3-47e3-8489-91385e214824"
"12460",2018-06-28 00:10:14,"Desktop","305e4804-4ca8-4246-b8e6-8c23d77b3446"
"2439",2018-06-28 00:10:21,"Desktop","3bc58273-256f-411e-bfba-fc0913666552"
"6192",2018-06-28 00:10:24,"Desktop","0d96a15d-0907-4523-847c-10018f74c58e"
"11362",2018-06-28 00:10:48,"Desktop","6e95d206-9a11-43a3-b5a3-df10f044f869"
"6221",2018-06-28 00:10:49,"Mobile","95099503-8b33-4354-a523-4352ea508e89"
"8006",2018-06-28 00:10:49,"Desktop","676fcfa1-f167-4603-901b-12ccb00a17e0"
"13902",2018-06-28 00:11:07,"Desktop","21a26e88-09b5-48f4-91ab-93ce802f742d"
"12460",2018-06-28 00:11:08,"Desktop","ca7e0315-70ae-4d4a-890a-8d4a117fabbc"
"3314",2018-06-28 00:11:13,"Desktop","7e45e250-f502-455f-91bd-ddc467550e9b"
"4930",2018-06-28 00:11:16,"Mobile","1d3b0d85-bac5-4b8d-9eb3-c5647e036f7e"
"10865",2018-06-28 00:11:20,"Mobile","260538e7-e607-4cab-b101-5d6078ab37e9"
"8127",2018-06-28 00:11:27,"Desktop","53911dcd-4381-4701-9745-5e5056ce17be"
"12063",2018-06-28 00:11:32,"Desktop","c5f5b398-cc20-4a8f-ac38-e9c8f7fa171d"
"5998",2018-06-28 00:11:47,"Mobile","a4a07d42-a2c8-434c-94dd-a093b29886e0"
"11362",2018-06-28 00:11:50,"Desktop","e3d2f8ff-818f-4479-80c4-27c67a4adade"
"1892",2018-06-28 00:11:52,"Desktop","ca090fe7-48af-4612-952d-ea54c29927a9"
"12460",2018-06-28 00:11:59,"Desktop","84790593-ad09-4091-83fd-2dcff1bc1bce"
"3314",2018-06-28 00:12:12,"Desktop","84de915d-bbdb-4e53-9f26-5fd9eea1c548"
"10865",2018-06-28 00:12:15,"Mobile","7b8bdf64-ba5a-4151-9ba6-f60330408dff"
"4930",2018-06-28 00:12:16,"Mobile","3754859d-4058-4781-adfb-73f2acb5ce16"
"1331",2018-06-28 00:12:17,"Desktop","5214ecb5-8c1b-43d8-9cfb-f44e38f8d665"
"3449",2018-06-28 00:12:17,"Desktop","e9f16d6e-321c-410e-ac81-94f1be5bc607"
