"user_id","event_date_time","device_type","event_id"
"13162",2018-06-28 02:02:21,"Desktop","79ac532e-d4f2-4321-9c1e-749470069f99"
"3073",2018-06-28 02:03:05,"Mobile","36386169-e1bf-4f84-8ccc-89453747ba1e"
"13902",2018-06-28 02:04:05,"Desktop","b88987e3-4161-45ec-b061-c23a76139691"
"13329",2018-06-28 02:04:16,"Desktop","324752ec-2ade-4502-9a8f-e9b10ff1f407"
"12460",2018-06-28 02:04:54,"Desktop","b1621847-5543-4846-88e5-ca301c1b90d3"
"10222",2018-06-28 02:06:02,"Desktop","128a806e-d057-49b8-baa0-e7e12357bd3f"
"6221",2018-06-28 02:07:05,"Mobile","bb4cc9e5-bf83-4e55-a728-085036820e94"
"3314",2018-06-28 02:07:33,"Desktop","5e8a42c2-0c1f-40d8-ae0e-cadddc38e4d8"
"13571",2018-06-28 02:08:53,"Mobile","09401e94-c77d-4653-a850-109afb70ba66"
"4368",2018-06-28 02:12:29,"Mobile","b8b710bf-e236-4c30-9fd0-5f1f02cf20c6"
"4556",2018-06-28 02:13:12,"Desktop","b902d6b7-4900-4c09-90f0-4834b67076e1"
"5571",2018-06-28 02:14:06,"Desktop","acf4e38b-aa6d-4f31-95a9-7e080ec42d9c"
"2271",2018-06-28 02:15:40,"Mobile","d0304434-1497-4023-b654-4ad5fc4acd30"
"8193",2018-06-28 02:16:39,"Mobile","cea0054e-db08-4513-8c90-c05251e6c6e6"
"7084",2018-06-28 02:17:27,"Desktop","55026b93-d810-4434-a110-32c7e592e82f"
"11965",2018-06-28 02:18:04,"Desktop","48e181bd-4f86-4583-b8d3-1238a202d6c8"
"2447",2018-06-28 02:18:24,"Mobile","a656b534-eedc-43d3-a7e8-54758a7fffe4"
"7692",2018-06-28 02:19:21,"Mobile","0c13d1a6-fc32-4ee1-bbf9-95878243b6a8"
"13628",2018-06-28 02:20:16,"Desktop","1799c969-0466-4317-9d61-d4cec0d007a2"
"2214",2018-06-28 02:21:02,"Desktop","76775b01-a404-4c9c-8614-ea77b33b2dc4"
"8251",2018-06-28 02:25:19,"Desktop","102166eb-ef6c-4b5f-b1ee-5d802ed01b11"
"7030",2018-06-28 02:25:21,"Desktop","8794b197-c026-48ac-be5b-0197eb0e8055"
"12004",2018-06-28 02:26:37,"Mobile","cd753407-9233-48aa-9823-687e2f36c022"
